table,domain,component,comment,path,field_count,fields,primary_keys,foreign_keys,unique_keys,indexes
lti_types,活动与资源,mod_lti,Basic LTI pre-configured activities,public/mod/lti/db/install.xml,18,id;name;baseurl;tooldomain;state;course;coursevisible;ltiversion;clientid;toolproxyid;enabledcapability;parameter;icon;secureicon;createdby;timecreated;timemodified;description,id,,,I:course;I:tooldomain;U:clientid
lti_types_categories,活动与资源,mod_lti,Link LTI types to course categories,public/mod/lti/db/install.xml,3,id;typeid;categoryid,id,typeid->lti_types.id;categoryid->course_categories.id,,
ltiservice_gradebookservices,活动与资源,ltiservice_gradebookservices,This file records the grade items created by the LTI Gradebook Services service,public/mod/lti/service/gradebookservices/db/install.xml,11,id;gradeitemid;courseid;toolproxyid;typeid;baseurl;ltilinkid;resourceid;tag;subreviewurl;subreviewparams,id,"ltilinkid->lti.id;gradeitemid, courseid->grade_items.id, courseid",,
messageinbound_datakeys,活动与资源,core,Inbound Message data item secret keys.,public/lib/db/install.xml,6,id;handler;datavalue;datakey;timecreated;expires,id,handler->messageinbound_handlers.id,"handler, datavalue",
modules,活动与资源,core,modules available in the site,public/lib/db/install.xml,6,id;name;cron;lastcron;search;visible,id,,,I:name
my_pages,活动与资源,core,Extra user pages for the My Moodle system,public/lib/db/install.xml,5,id;userid;name;private;sortorder,id,,,"I:userid, private"
page,活动与资源,mod_page,Each record is one page and its config data,public/mod/page/db/install.xml,13,id;course;name;intro;introformat;content;contentformat;legacyfiles;legacyfileslast;display;displayoptions;revision;timemodified,id,,,I:course
portfolio_tempdata,活动与资源,core,stores temporary data for portfolio exports. the id of this table is used for the itemid for the temporary files area.  cron can clean up stale records (and associated file data) after expirytime.,public/lib/db/install.xml,6,id;data;expirytime;userid;instance;queued,id,userid->user.id;instance->portfolio_instance.id,,
qtype_multichoice_options,活动与资源,qtype_multichoice,Options for multiple choice questions,public/question/type/multichoice/db/install.xml,14,id;questionid;layout;single;shuffleanswers;correctfeedback;correctfeedbackformat;partiallycorrectfeedback;partiallycorrectfeedbackformat;incorrectfeedback;incorrectfeedbackformat;answernumbering;shownumcorrect;showstandardinstruction,id,,,
question_attempt_step_data,活动与资源,core,"Each question_attempt_step has an associative array of the data that was submitted by the user in the POST request. It can also contain extra data from the question type or behaviour to avoid re-computation. The convention is that names belonging to the behaviour start with -, and cached values added to the submitted data start with _, or _-",public/lib/db/install.xml,4,id;attemptstepid;name;value,id,attemptstepid->question_attempt_steps.id,,
question_dataset_definitions,活动与资源,qtype_calculated,Organises and stores properties for dataset items,public/question/type/calculated/db/install.xml,6,id;category;name;type;options;itemcount,id,category->question_categories.id,,
question_dataset_items,活动与资源,qtype_calculated,Individual dataset items,public/question/type/calculated/db/install.xml,4,id;definition;itemnumber;value,id,,,I:definition
question_datasets,活动与资源,qtype_calculated,Many-many relation between questions and dataset definitions,public/question/type/calculated/db/install.xml,3,id;question;datasetdefinition,id,question->question.id;datasetdefinition->question_dataset_definitions.id,,"I:question, datasetdefinition"
question_multianswer,活动与资源,qtype_multianswer,Options for multianswer questions,public/question/type/multianswer/db/install.xml,3,id;question;sequence,id,question->question.id,,
quiz,活动与资源,mod_quiz,The settings for each quiz.,public/mod/quiz/db/install.xml,43,id;course;name;intro;introformat;timeopen;timeclose;timelimit;overduehandling;graceperiod;preferredbehaviour;canredoquestions;attempts;attemptonlast;grademethod;decimalpoints;questiondecimalpoints;reviewattempt;reviewcorrectness;reviewmaxmarks;reviewmarks;reviewspecificfeedback;reviewgeneralfeedback;reviewrightanswer;reviewoverallfeedback;questionsperpage;navmethod;shuffleanswers;sumgrades;grade;timecreated;timemodified;password;subnet;browsersecurity;delay1;delay2;showuserpicture;showblocks;completionattemptsexhausted;completionminattempts;allowofflineattempts;precreateattempts,id,,,I:course
quiz_attempts,活动与资源,mod_quiz,Stores users attempts at quizzes.,public/mod/quiz/db/install.xml,16,id;quiz;userid;attempt;uniqueid;layout;currentpage;preview;state;timestart;timefinish;timemodified;timemodifiedoffline;timecheckstate;sumgrades;gradednotificationsenttime,id,quiz->quiz.id;userid->user.id,,"U:quiz, userid, attempt;I:state, timecheckstate"
quiz_feedback,活动与资源,mod_quiz,Feedback given to students based on which grade band their overall score lies.,public/mod/quiz/db/install.xml,6,id;quizid;feedbacktext;feedbacktextformat;mingrade;maxgrade,id,quizid->quiz.id,,
quiz_grade_items,活动与资源,mod_quiz,"Where a quiz supports mulitple grades, this table stores what those grade items are.",public/mod/quiz/db/install.xml,4,id;quizid;sortorder;name,id,quizid->quiz.id,,"U:quizid, sortorder"
quiz_grades,活动与资源,mod_quiz,"Stores the overall grade for each user on the quiz, based on their various attempts and the quiz.grademethod setting.",public/mod/quiz/db/install.xml,5,id;quiz;userid;grade;timemodified,id,quiz->quiz.id,,I:userid
quiz_overrides,活动与资源,mod_quiz,The overrides to quiz settings on a per-user and per-group basis.,public/mod/quiz/db/install.xml,11,id;quiz;groupid;userid;timeopen;timeclose;timelimit;attempts;password;reason;reasonformat,id,quiz->quiz.id;groupid->groups.id;userid->user.id,,
quiz_overview_regrades,活动与资源,quizreport_overview,This table records which question attempts need regrading and the grade they will be regraded to.,public/mod/quiz/report/overview/db/install.xml,7,id;questionusageid;slot;newfraction;oldfraction;regraded;timemodified,id,"questionusageid, slot->question_attempts.questionusageid, slot",,
quiz_reports,活动与资源,mod_quiz,Lists all the installed quiz reports and their display order and so on. No need to worry about deleting old records. Only records with an equivalent directory are displayed.,public/mod/quiz/db/install.xml,4,id;name;displayorder;capability,id,,,U:name
quiz_sections,活动与资源,mod_quiz,"Stores sections of a quiz with section name (heading), from slot-number N and whether the question order should be shuffled.",public/mod/quiz/db/install.xml,5,id;quizid;firstslot;heading;shufflequestions,id,quizid->quiz.id,,"U:quizid, firstslot"
quiz_slots,活动与资源,mod_quiz,"Stores the question used in a quiz, with the order, and for each question, which page it appears on, and the maximum mark (weight).",public/mod/quiz/db/install.xml,8,id;slot;quizid;page;displaynumber;requireprevious;maxmark;quizgradeitemid,id,quizid->quiz.id;quizgradeitemid->quiz_grade_items.id,,"U:quizid, slot"
quiz_statistics,活动与资源,quizreport_statistics,table to cache results from analysis done in statistics report for quizzes.,public/mod/quiz/report/statistics/db/install.xml,19,id;hashcode;whichattempts;timemodified;firstattemptscount;highestattemptscount;lastattemptscount;allattemptscount;firstattemptsavg;highestattemptsavg;lastattemptsavg;allattemptsavg;median;standarddeviation;skewness;kurtosis;cic;errorratio;standarderror,id,,,I:hashcode
quizaccess_seb_quizsettings,活动与资源,quizaccess_seb,Stores the quiz level Safe Exam Browser configuration.,public/mod/quiz/accessrule/seb/db/install.xml,31,id;quizid;cmid;templateid;requiresafeexambrowser;showsebtaskbar;showwificontrol;showreloadbutton;showtime;showkeyboardlayout;allowuserquitseb;quitpassword;linkquitseb;userconfirmquit;enableaudiocontrol;muteonstartup;allowcapturecamera;allowcapturemicrophone;allowspellchecking;allowreloadinexam;activateurlfiltering;filterembeddedcontent;expressionsallowed;regexallowed;expressionsblocked;regexblocked;allowedbrowserexamkeys;showsebdownloadlink;usermodified;timecreated;timemodified,id,templateid->quizaccess_seb_template.id;usermodified->user.id,,
quizaccess_seb_template,活动与资源,quizaccess_seb,Templates for Safe Exam Browser configuration.,public/mod/quiz/accessrule/seb/db/install.xml,9,id;name;description;content;enabled;sortorder;usermodified;timecreated;timemodified,id,usermodified->user.id,,
resource,活动与资源,mod_resource,Each record is one resource and its config data,public/mod/resource/db/install.xml,13,id;course;name;intro;introformat;tobemigrated;legacyfiles;legacyfileslast;display;displayoptions;filterfiles;revision;timemodified,id,,,I:course
resource_old,活动与资源,mod_resource,backup of all old resource instances from 1.9,public/mod/resource/db/install.xml,16,id;course;name;type;reference;intro;introformat;alltext;popup;options;timemodified;oldid;cmid;newmodule;newid;migrated,id,,,U:oldid;I:cmid
scorm,活动与资源,mod_scorm,each table is one SCORM module and its configuration,public/mod/scorm/db/install.xml,41,id;course;name;scormtype;reference;intro;introformat;version;maxgrade;grademethod;whatgrade;maxattempt;forcecompleted;forcenewattempt;lastattemptlock;masteryoverride;displayattemptstatus;displaycoursestructure;updatefreq;sha1hash;md5hash;revision;launch;skipview;hidebrowse;hidetoc;nav;navpositionleft;navpositiontop;auto;popup;options;width;height;timeopen;timeclose;timemodified;completionstatusrequired;completionscorerequired;completionstatusallscos;autocommit,id,,,I:course
scorm_aicc_session,活动与资源,mod_scorm,Used by AICC HACP to store session information,public/mod/scorm/db/install.xml,12,id;userid;scormid;hacpsession;scoid;scormmode;scormstatus;attempt;lessonstatus;sessiontime;timecreated;timemodified,id,scormid->scorm.id;userid->user.id,,
scorm_attempt,活动与资源,mod_scorm,List of SCORM attempts made by user.,public/mod/scorm/db/install.xml,4,id;userid;scormid;attempt,id,userid->user.id;scormid->scorm.id,,
scorm_element,活动与资源,mod_scorm,List of scorm elements.,public/mod/scorm/db/install.xml,2,id;element,id,,,U:element
scorm_scoes,活动与资源,mod_scorm,each SCO part of the SCORM module,public/mod/scorm/db/install.xml,10,id;scorm;manifest;organization;parent;identifier;launch;scormtype;title;sortorder,id,scorm->scorm.id,,
scorm_scoes_data,活动与资源,mod_scorm,Contains variable data get from packages,public/mod/scorm/db/install.xml,4,id;scoid;name;value,id,scoid->scorm_scoes.id,,
scorm_scoes_value,活动与资源,mod_scorm,Values passed from SCORM package,public/mod/scorm/db/install.xml,6,id;scoid;attemptid;elementid;value;timemodified,id,scoid->scorm_scoes.id;attemptid->scorm_attempt.id;elementid->scorm_element.id,,
scorm_seq_mapinfo,活动与资源,mod_scorm,SCORM2004 objective mapinfo description,public/mod/scorm/db/install.xml,8,id;scoid;objectiveid;targetobjectiveid;readsatisfiedstatus;readnormalizedmeasure;writesatisfiedstatus;writenormalizedmeasure,id,scoid->scorm_scoes.id;objectiveid->scorm_seq_objective.id,"scoid, id, objectiveid",
scorm_seq_objective,活动与资源,mod_scorm,SCORM2004 objective description,public/mod/scorm/db/install.xml,6,id;scoid;primaryobj;objectiveid;satisfiedbymeasure;minnormalizedmeasure,id,scoid->scorm_scoes.id,"scoid, id",
scorm_seq_rolluprule,活动与资源,mod_scorm,SCORM2004 sequencing rule,public/mod/scorm/db/install.xml,7,id;scoid;childactivityset;minimumcount;minimumpercent;conditioncombination;action,id,scoid->scorm_scoes.id,"scoid, id",
scorm_seq_rolluprulecond,活动与资源,mod_scorm,SCORM2004 sequencing rule,public/mod/scorm/db/install.xml,5,id;scoid;rollupruleid;operator;cond,id,scoid->scorm_scoes.id;rollupruleid->scorm_seq_rolluprule.id,"scoid, rollupruleid, id",
scorm_seq_rulecond,活动与资源,mod_scorm,SCORM2004 rule condition,public/mod/scorm/db/install.xml,7,id;scoid;ruleconditionsid;refrencedobjective;measurethreshold;operator;cond,id,scoid->scorm_scoes.id;ruleconditionsid->scorm_seq_ruleconds.id,"id, scoid, ruleconditionsid",
scorm_seq_ruleconds,活动与资源,mod_scorm,SCORM2004 rule conditions,public/mod/scorm/db/install.xml,5,id;scoid;conditioncombination;ruletype;action,id,scoid->scorm_scoes.id,"scoid, id",
tool_dataprivacy_category,活动与资源,tool_dataprivacy,Data categories,public/admin/tool/dataprivacy/db/install.xml,7,id;name;description;descriptionformat;usermodified;timecreated;timemodified,id,,,
tool_dataprivacy_ctxexpired,活动与资源,tool_dataprivacy,"Default comment for the table, please edit me",public/admin/tool/dataprivacy/db/install.xml,9,id;contextid;unexpiredroles;expiredroles;defaultexpired;status;usermodified;timecreated;timemodified,id,,,
tool_dataprivacy_ctxinstance,活动与资源,tool_dataprivacy,"Default comment for the table, please edit me",public/admin/tool/dataprivacy/db/install.xml,7,id;contextid;purposeid;categoryid;usermodified;timecreated;timemodified,id,purposeid->tool_dataprivacy_purpose.id;categoryid->tool_dataprivacy_category.id,,
tool_dataprivacy_ctxlevel,活动与资源,tool_dataprivacy,"Default comment for the table, please edit me",public/admin/tool/dataprivacy/db/install.xml,7,id;contextlevel;purposeid;categoryid;usermodified;timecreated;timemodified,id,categoryid->tool_dataprivacy_category.id;purposeid->tool_dataprivacy_purpose.id,contextlevel,
tool_dataprivacy_ctxlst_ctx,活动与资源,tool_dataprivacy,A contextlist context item,public/admin/tool/dataprivacy/db/install.xml,6,id;contextid;contextlistid;status;timecreated;timemodified,id,contextlistid->tool_dataprivacy_contextlist.id,,
tool_dataprivacy_purpose,活动与资源,tool_dataprivacy,Data purposes,public/admin/tool/dataprivacy/db/install.xml,11,id;name;description;descriptionformat;lawfulbases;sensitivedatareasons;retentionperiod;protected;usermodified;timecreated;timemodified,id,,,
tool_dataprivacy_request,活动与资源,tool_dataprivacy,Table for data requests,public/admin/tool/dataprivacy/db/install.xml,15,id;type;comments;commentsformat;userid;requestedby;status;dpo;dpocomment;dpocommentformat;systemapproved;usermodified;timecreated;timemodified;creationmethod,id,userid->user.id;requestedby->user.id;dpo->user.id;usermodified->user.id,,
tool_dataprivacy_rqst_ctxlst,活动与资源,tool_dataprivacy,Association table joining requests and contextlists,public/admin/tool/dataprivacy/db/install.xml,3,id;requestid;contextlistid,id,requestid->tool_dataprivacy_request.id;contextlistid->tool_dataprivacy_contextlist.id,"requestid, contextlistid",
url,活动与资源,mod_url,each record is one url resource,public/mod/url/db/install.xml,10,id;course;name;intro;introformat;externalurl;display;displayoptions;parameters;timemodified,id,,,I:course
wiki,活动与资源,mod_wiki,Stores Wiki activity configuration,public/mod/wiki/db/install.xml,13,id;course;name;intro;introformat;timecreated;timemodified;firstpagetitle;wikimode;defaultformat;forceformat;editbegin;editend,id,,,I:course
wiki_links,活动与资源,mod_wiki,Page wiki links,public/mod/wiki/db/install.xml,5,id;subwikiid;frompageid;topageid;tomissingpage,id,frompageid->wiki_pages.id;subwikiid->wiki_subwikis.id,,
wiki_pages,活动与资源,mod_wiki,Stores wiki pages,public/mod/wiki/db/install.xml,10,id;subwikiid;title;cachedcontent;timecreated;timemodified;timerendered;userid;pageviews;readonly,id,subwikiid->wiki_subwikis.id,"subwikiid, title, userid",
wiki_subwikis,活动与资源,mod_wiki,Stores subwiki instances,public/mod/wiki/db/install.xml,4,id;wikiid;groupid;userid,id,wikiid->wiki.id,"wikiid, groupid, userid",
wiki_synonyms,活动与资源,mod_wiki,Stores wiki pages synonyms,public/mod/wiki/db/install.xml,4,id;subwikiid;pageid;pagesynonym,id,,"pageid, pagesynonym",
wiki_versions,活动与资源,mod_wiki,Stores wiki page history,public/mod/wiki/db/install.xml,7,id;pageid;content;contentformat;version;timecreated;userid,id,pageid->wiki_pages.id,,
workshop,活动与资源,mod_workshop,This table keeps information about the module instances and their settings,public/mod/workshop/db/install.xml,37,id;course;name;intro;introformat;instructauthors;instructauthorsformat;instructreviewers;instructreviewersformat;timemodified;phase;useexamples;usepeerassessment;useselfassessment;grade;gradinggrade;strategy;evaluation;gradedecimals;submissiontypetext;submissiontypefile;nattachments;submissionfiletypes;latesubmissions;maxbytes;examplesmode;submissionstart;submissionend;assessmentstart;assessmentend;phaseswitchassessment;conclusion;conclusionformat;overallfeedbackmode;overallfeedbackfiles;overallfeedbackfiletypes;overallfeedbackmaxbytes,id,course->course.id,,
workshop_aggregations,活动与资源,mod_workshop,Aggregated grades for assessment are stored here. The aggregated grade for submission is stored in workshop_submissions,public/mod/workshop/db/install.xml,5,id;workshopid;userid;gradinggrade;timegraded,id,workshopid->workshop.id;userid->user.id,"workshopid, userid",
workshop_assessments,活动与资源,mod_workshop,Info about the made assessment and automatically calculated grade for it. The proposed grade can be overridden by teacher.,public/mod/workshop/db/install.xml,15,id;submissionid;reviewerid;weight;timecreated;timemodified;grade;gradinggrade;gradinggradeover;gradinggradeoverby;feedbackauthor;feedbackauthorformat;feedbackauthorattachment;feedbackreviewer;feedbackreviewerformat,id,submissionid->workshop_submissions.id;gradinggradeoverby->user.id;reviewerid->user.id,,
workshop_grades,活动与资源,mod_workshop,"How the reviewers filled-up the grading forms, given grades and comments",public/mod/workshop/db/install.xml,7,id;assessmentid;strategy;dimensionid;grade;peercomment;peercommentformat,id,assessmentid->workshop_assessments.id,"assessmentid, strategy, dimensionid",
workshop_submissions,活动与资源,mod_workshop,"Info about the submission and the aggregation of the grade for submission, grade for assessment and final grade. Both grade for submission and grade for assessment can be overridden by teacher. Final grade is always the sum of them. All grades are stored as of 0-100.",public/mod/workshop/db/install.xml,19,id;workshopid;example;authorid;timecreated;timemodified;title;content;contentformat;contenttrust;attachment;grade;gradeover;gradeoverby;feedbackauthor;feedbackauthorformat;timegraded;published;late,id,workshopid->workshop.id;gradeoverby->user.id;authorid->user.id,,
workshopallocation_scheduled,活动与资源,workshopallocation_scheduled,Stores the allocation settings for the scheduled allocator,public/mod/workshop/allocation/scheduled/db/install.xml,9,id;workshopid;enabled;submissionend;timeallocated;settings;resultstatus;resultmessage;resultlog,id,,,
workshopeval_best_settings,活动与资源,workshopeval_best,Settings for the grading evaluation subplugin Comparison with the best assessment.,public/mod/workshop/eval/best/db/install.xml,3,id;workshopid;comparison,id,,,
workshopform_accumulative,活动与资源,workshopform_accumulative,The assessment dimensions definitions of Accumulative grading strategy forms,public/mod/workshop/form/accumulative/db/install.xml,7,id;workshopid;sort;description;descriptionformat;grade;weight,id,workshopid->workshop.id,,
workshopform_comments,活动与资源,workshopform_comments,The assessment dimensions definitions of Comments strategy forms,public/mod/workshop/form/comments/db/install.xml,5,id;workshopid;sort;description;descriptionformat,id,workshopid->workshop.id,,
workshopform_numerrors,活动与资源,workshopform_numerrors,The assessment dimensions definitions of Number of errors grading strategy forms,public/mod/workshop/form/numerrors/db/install.xml,9,id;workshopid;sort;description;descriptionformat;descriptiontrust;grade0;grade1;weight,id,workshopid->workshop.id,,
workshopform_numerrors_map,活动与资源,workshopform_numerrors,This maps the number of errors to a percentual grade for submission,public/mod/workshop/form/numerrors/db/install.xml,4,id;workshopid;nonegative;grade,id,workshopid->workshop.id,"workshopid, nonegative",
workshopform_rubric,活动与资源,workshopform_rubric,The assessment dimensions definitions of Rubric grading strategy forms,public/mod/workshop/form/rubric/db/install.xml,5,id;workshopid;sort;description;descriptionformat,id,workshopid->workshop.id,,
workshopform_rubric_levels,活动与资源,workshopform_rubric,The definition of rubric rating scales,public/mod/workshop/form/rubric/db/install.xml,5,id;dimensionid;grade;definition;definitionformat,id,dimensionid->workshopform_rubric.id,,
message,消息与日历,core,Stores all unread messages,public/lib/db/install.xml,17,id;useridfrom;useridto;subject;fullmessage;fullmessageformat;fullmessagehtml;smallmessage;notification;contexturl;contexturlname;timecreated;timeuserfromdeleted;timeusertodeleted;component;eventtype;customdata,id,,,"I:useridfrom, useridto, timeuserfromdeleted, timeusertodeleted;I:useridfrom, timeuserfromdeleted, notification;I:useridto, timeusertodeleted, notification"
message_airnotifier_devices,消息与日历,messageoutput_airnotifier,Store information about the devices registered in Airnotifier for PUSH notifications,public/message/output/airnotifier/db/install.xml,3,id;userdeviceid;enable,id,,,
message_conversation_actions,消息与日历,core,Stores all per-user actions on individual conversations,public/lib/db/install.xml,5,id;userid;conversationid;action;timecreated,id,userid->user.id;conversationid->message_conversations.id,,
message_conversation_members,消息与日历,core,Stores all members in a conversations,public/lib/db/install.xml,4,id;conversationid;userid;timecreated,id,conversationid->message_conversations.id;userid->user.id,,
message_conversations,消息与日历,core,Stores all message conversations,public/lib/db/install.xml,11,id;type;name;convhash;component;itemtype;itemid;contextid;enabled;timecreated;timemodified,id,contextid->context.id,,"I:type;I:convhash;I:component, itemtype, itemid, contextid"
message_email_messages,消息与日历,messageoutput_email,Keeps track of what emails to send in an email digest,public/message/output/email/db/install.xml,4,id;useridto;conversationid;messageid,id,useridto->user.id;conversationid->message_conversations.id;messageid->messages.id,,
message_popup,消息与日历,messageoutput_popup,Keep state of notifications for the popup message processor,public/message/output/popup/db/install.xml,3,id;messageid;isread,id,,,"U:messageid, isread;I:isread"
message_popup_notifications,消息与日历,messageoutput_popup,List of notifications to display in the message output popup,public/message/output/popup/db/install.xml,2,id;notificationid,id,notificationid->notifications.id,,
message_processors,消息与日历,core,List of message output plugins,public/lib/db/install.xml,3,id;name;enabled,id,,,
message_providers,消息与日历,core,This table stores the message providers (modules and core systems),public/lib/db/install.xml,4,id;name;component;capability,id,,,"U:component, name"
message_read,消息与日历,core,Stores all messages that have been read,public/lib/db/install.xml,17,id;useridfrom;useridto;subject;fullmessage;fullmessageformat;fullmessagehtml;smallmessage;notification;contexturl;contexturlname;timecreated;timeread;timeuserfromdeleted;timeusertodeleted;component;eventtype,id,,,"I:useridfrom, useridto, timeuserfromdeleted, timeusertodeleted;I:notification, timeread;I:useridfrom, timeuserfromdeleted, notification;I:useridto, timeusertodeleted, notification"
messageinbound_handlers,消息与日历,core,Inbound Message Handler definitions.,public/lib/db/install.xml,6,id;component;classname;defaultexpiration;validateaddress;enabled,id,,classname,
messageinbound_messagelist,消息与日历,core,A list of message IDs for existing replies,public/lib/db/install.xml,5,id;messageid;userid;address;timecreated,id,userid->user.id,,
messages,消息与日历,core,Stores all messages,public/lib/db/install.xml,11,id;useridfrom;conversationid;subject;fullmessage;fullmessageformat;fullmessagehtml;smallmessage;timecreated;fullmessagetrust;customdata,id,useridfrom->user.id;conversationid->message_conversations.id,,"I:conversationid, timecreated"
notifications,消息与日历,core,Stores all notifications,public/lib/db/install.xml,15,id;useridfrom;useridto;subject;fullmessage;fullmessageformat;fullmessagehtml;smallmessage;component;eventtype;contexturl;contexturlname;timeread;timecreated;customdata,id,useridto->user.id,,I:useridfrom;I:timecreated;I:timeread
sms_messages,消息与日历,core,SMS Messages sent via the SMS subsystem,public/lib/db/install.xml,10,id;recipientnumber;content;component;messagetype;recipientuserid;issensitive;gatewayid;status;timecreated,id,gatewayid->sms_gateways.id,,
assign_user_flags,用户与身份,mod_assign,List of flags that can be set for a single user in a single assignment.,public/mod/assign/db/install.xml,7,id;userid;assignment;locked;mailed;extensionduedate;workflowstate,id,userid->user.id;assignment->assign.id,,I:mailed
assign_user_mapping,用户与身份,mod_assign,Map an assignment specific id number to a user,public/mod/assign/db/install.xml,3,id;assignment;userid,id,assignment->assign.id;userid->user.id,,
auth_lti_linked_login,用户与身份,auth_lti,Accounts linked to a users Moodle account.,public/auth/lti/db/install.xml,8,id;userid;issuer;issuer256;sub;sub256;timecreated;timemodified,id,userid->user.id,"userid, issuer256, sub256",
auth_oauth2_linked_login,用户与身份,auth_oauth2,Accounts linked to a users Moodle account.,public/auth/oauth2/db/install.xml,10,id;timecreated;timemodified;usermodified;userid;issuerid;username;email;confirmtoken;confirmtokenexpires,id,usermodified->user.id;userid->user.id;issuerid->oauth2_issuer.id,"userid, issuerid, username","I:issuerid, username"
badge_backpack_oauth2,用户与身份,core,"Default comment for the table, please edit me",public/lib/db/install.xml,11,id;usermodified;timecreated;timemodified;userid;issuerid;externalbackpackid;token;refreshtoken;expires;scope,id,usermodified->user.id;userid->user.id;issuerid->oauth2_issuer.id;externalbackpackid->badge_external_backpack.id,,
communication_user,用户与身份,core,Communication user records mapping,public/lib/db/install.xml,5,id;commid;userid;synced;deleted,id,commid->communication.id;userid->user.id,,
competency_usercomp,用户与身份,core,User competencies,public/lib/db/install.xml,10,id;userid;competencyid;status;reviewerid;proficiency;grade;timecreated;timemodified;usermodified,id,usermodified->user.id,,"U:userid, competencyid"
competency_usercompcourse,用户与身份,core,User competencies in a course,public/lib/db/install.xml,9,id;userid;courseid;competencyid;proficiency;grade;timecreated;timemodified;usermodified,id,usermodified->user.id,,"U:userid, courseid, competencyid"
competency_usercompplan,用户与身份,core,User competencies plans,public/lib/db/install.xml,10,id;userid;competencyid;planid;proficiency;grade;sortorder;timecreated;timemodified;usermodified,id,usermodified->user.id,,"U:userid, competencyid, planid"
competency_userevidence,用户与身份,core,The evidence of prior learning,public/lib/db/install.xml,9,id;userid;name;description;descriptionformat;url;timecreated;timemodified;usermodified,id,usermodified->user.id,,I:userid
competency_userevidencecomp,用户与身份,core,Relationship between user evidence and competencies,public/lib/db/install.xml,6,id;userevidenceid;competencyid;timecreated;timemodified;usermodified,id,usermodified->user.id,,"I:userevidenceid;U:userevidenceid, competencyid"
enrol_lti_lti2_user_result,用户与身份,enrol_lti,Results for each user for each resource link,public/enrol/lti/db/install.xml,6,id;resourcelinkid;ltiuserkey;ltiresultsourcedid;created;updated,id,resourcelinkid->enrol_lti_lti2_resource_link.id,,
enrol_lti_user_resource_link,用户与身份,enrol_lti,Join table mapping users to resource links as this is a many:many relationship,public/enrol/lti/db/install.xml,3,id;ltiuserid;resourcelinkid,id,ltiuserid->enrol_lti_users.id;resourcelinkid->enrol_lti_resource_link.id,,"U:ltiuserid, resourcelinkid"
enrol_lti_users,用户与身份,enrol_lti,User access log and gradeback data,public/enrol/lti/db/install.xml,13,id;userid;toolid;serviceurl;sourceid;ltideploymentid;consumerkey;consumersecret;membershipsurl;membershipsid;lastgrade;lastaccess;timecreated,id,userid->user.id;toolid->enrol_lti_tools.id;ltideploymentid->enrol_lti_deployment.id,,
external_services_users,用户与身份,core,users allowed to use services with restricted users flag,public/lib/db/install.xml,6,id;externalserviceid;userid;iprestriction;validuntil;timecreated,id,externalserviceid->external_services.id;userid->user.id,,
external_tokens,用户与身份,core,Security tokens for accessing of external services,public/lib/db/install.xml,14,id;token;privatetoken;tokentype;userid;externalserviceid;sid;contextid;creatorid;iprestriction;validuntil;timecreated;lastaccess;name,id,userid->user.id;externalserviceid->external_services.id;contextid->context.id;creatorid->user.id,,I:token;I:sid
message_contact_requests,用户与身份,core,Maintains list of contact requests between users,public/lib/db/install.xml,4,id;userid;requesteduserid;timecreated,id,userid->user.id;requesteduserid->user.id,,"U:userid, requesteduserid"
message_contacts,用户与身份,core,Maintains lists of contacts between users,public/lib/db/install.xml,4,id;userid;contactid;timecreated,id,userid->user.id;contactid->user.id,,"U:userid, contactid"
message_user_actions,用户与身份,core,Stores all per-user actions on individual messages,public/lib/db/install.xml,5,id;userid;messageid;action;timecreated,id,userid->user.id;messageid->messages.id,,"U:userid, messageid, action"
oauth2_access_token,用户与身份,core,Stores access tokens for system accounts in order to be able to use a single token across multiple sessions,public/lib/db/install.xml,8,id;timecreated;timemodified;usermodified;issuerid;token;expires;scope,id,usermodified->user.id,,
oauth2_endpoint,用户与身份,core,Describes the named endpoint for an oauth2 service.,public/lib/db/install.xml,7,id;timecreated;timemodified;usermodified;name;url;issuerid,id,issuerid->oauth2_issuer.id;usermodified->user.id,,
oauth2_issuer,用户与身份,core,Details for an oauth 2 connect identity issuer.,public/lib/db/install.xml,23,id;timecreated;timemodified;usermodified;name;image;baseurl;clientid;clientsecret;loginscopes;loginscopesoffline;loginparams;loginparamsoffline;alloweddomains;scopessupported;enabled;showonloginpage;basicauth;sortorder;requireconfirmation;servicetype;loginpagename;systememail,id,,,
oauth2_refresh_token,用户与身份,core,Stores refresh tokens which can be exchanged for access tokens,public/lib/db/install.xml,7,id;timecreated;timemodified;userid;issuerid;token;scopehash,id,issuerid->oauth2_issuer.id;userid->user.id,,"U:userid, issuerid, scopehash"
oauth2_system_account,用户与身份,core,Stored details used to get an access token as a system user for this oauth2 service.,public/lib/db/install.xml,9,id;timecreated;timemodified;usermodified;issuerid;refreshtoken;grantedscopes;email;username,id,usermodified->user.id,,
oauth2_user_field_mapping,用户与身份,core,Mapping of oauth user fields to moodle fields.,public/lib/db/install.xml,7,id;timemodified;timecreated;usermodified;issuerid;externalfield;internalfield,id,issuerid->oauth2_issuer.id;usermodified->user.id,"issuerid, internalfield",
portfolio_instance_user,用户与身份,core,user data for portfolio instances.,public/lib/db/install.xml,5,id;instance;userid;name;value,id,instance->portfolio_instance.id;userid->user.id,,
